SALE_DATE,SHIP_DATE,STORE_ID,PRODUCT_ID,CLIENT_ID,SALE_NUM,UNIT_COST,UNIT_PRICE,QUANTITY,DESCOUNT_VALUE,INCOME,PRODUCT,MANUFACTURER,BRAND,CLASS,COLOR,COST,PROFIT,PRODUCT_LEAD_TIME
2008-05-12,2008-05-17,306,1202,19051,200805124CS567,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,5
2008-05-14,2008-05-18,199,1203,18840,200805144CS609,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,4
2008-05-16,2008-05-22,306,1203,19052,200805164CS576,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,6
2008-05-20,2008-05-26,306,1202,19052,200805204CS576,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,6
2008-05-20,2008-05-25,199,1202,18841,200805204CS610,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,5
2008-05-21,2008-05-27,306,1203,19052,200805214CS576,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,6
2008-05-26,2008-06-01,306,1202,19052,200805264CS576,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,6
2008-05-30,2008-06-05,306,1203,19052,200805304CS576,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,6
2008-05-31,2008-06-06,306,1202,19052,200805314CS576,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,6
2008-06-01,2008-06-07,306,1202,19052,200806014CS576,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,6
2008-06-07,2008-06-16,199,1202,18845,200806074CS617,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,9
2008-06-12,2008-06-22,199,1202,18846,200806124CS618,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,10
2008-06-15,2008-06-26,199,1202,18847,200806154CS619,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,11
2008-06-25,2008-07-08,199,1203,18849,200806254CS625,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,13
2008-06-28,2008-07-05,306,1202,19053,200806284CS586,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,7
2008-06-29,2008-07-06,306,1202,19053,200806294CS586,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,7
2008-06-29,2008-07-06,306,1203,19053,200806294CS586,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,7
2008-07-06,2008-07-14,306,1202,19054,200807064CS588,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,8
2008-07-10,2008-07-15,307,1203,19101,200807104CS599,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,5
2008-07-21,2008-07-29,306,1202,19054,200807214CS588,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,8
2008-07-21,2008-07-29,306,1203,19054,200807214CS588,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,8
2008-07-26,2008-08-04,306,1203,19055,200807264CS608,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,9
2008-10-01,2008-10-11,307,1202,19106,200810014CS637,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,10
2008-10-04,2008-10-14,199,1203,18876,200810044CS707,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,10
2008-10-05,2008-10-15,307,1202,19106,200810054CS637,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,10
2008-10-10,2008-10-20,307,1203,19106,200810104CS637,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,10
2008-10-20,2008-10-31,307,1202,19107,200810204CS646,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,11
2008-10-21,2008-11-01,307,1202,19107,200810214CS646,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,11
2008-10-22,2008-10-26,199,1203,18880,200810224CS785,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,4
2008-10-28,2008-11-08,307,1202,19107,200810284CS646,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,11
2009-04-03,2009-04-15,199,1202,18928,200904034CS837,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,12
2009-04-07,2009-04-11,199,1203,18930,200904074CS839,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,4
2009-05-12,2009-05-23,306,1203,19067,200905124CS746,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,11
2009-05-30,2009-06-11,199,1203,18948,200905304CS858,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,12
2009-06-19,2009-06-29,199,1202,18956,200906194CS867,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,10
2009-07-06,2009-07-10,306,1203,19070,200907064CS757,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,4
2009-07-14,2009-07-18,306,1202,19070,200907144CS757,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,4
2009-07-17,2009-07-22,306,1203,19071,200907174CS760,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,5
2009-07-25,2009-07-30,306,1203,19071,200907254CS760,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,5
2009-07-30,2009-08-03,307,1202,19130,200907304CS720,330.66,998.0,6,0.0,5988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1983.96,4004.04,4
2009-09-21,2009-09-30,307,1203,19135,200909214CS725,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,9
2009-09-27,2009-10-07,307,1203,19136,200909274CS726,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,1948.1399999999999,3931.86,10
2008-05-01,2008-05-12,199,1155,18837,200805014CS605,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2008-05-02,2008-05-13,199,1155,18837,200805024CS605,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2008-05-05,2008-05-17,199,1155,18838,200805054CS606,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,12
2008-05-07,2008-05-19,199,1155,18838,200805074CS606,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,12
2008-05-15,2008-05-19,199,1155,18840,200805154CS609,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,4
2008-05-16,2008-05-22,306,1226,19052,200805164CS576,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,6
2008-05-18,2008-05-23,199,1226,18841,200805184CS610,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,5
2008-05-21,2008-05-26,199,1226,18841,200805214CS610,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,5
2008-05-22,2008-05-27,199,1155,18841,200805224CS610,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,5
2008-05-29,2008-06-04,306,1155,19052,200805294CS576,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,6
2008-06-04,2008-06-10,306,1226,19052,200806044CS576,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,6
2008-06-06,2008-06-13,306,1226,19053,200806064CS586,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,7
2008-06-10,2008-06-17,306,1226,19053,200806104CS586,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,7
2008-06-16,2008-06-23,306,1155,19053,200806164CS586,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,7
2008-06-22,2008-07-04,199,1226,18848,200806224CS620,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,12
2008-06-29,2008-07-03,199,1155,18850,200806294CS627,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,4
2008-07-05,2008-07-13,306,1155,19054,200807054CS588,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,8
2008-07-27,2008-08-05,306,1226,19055,200807274CS608,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,9
2008-07-30,2008-08-08,306,1155,19055,200807304CS608,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,9
2008-07-31,2008-08-07,307,1155,19103,200807314CS628,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,7
2008-10-11,2008-10-21,307,1155,19106,200810114CS637,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,10
2008-10-19,2008-10-30,307,1155,19107,200810194CS646,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2008-10-20,2008-10-24,199,1155,18880,200810204CS785,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,4
2008-10-25,2008-10-30,199,1155,18881,200810254CS786,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,5
2009-04-08,2009-04-12,199,1155,18930,200904084CS839,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,4
2009-04-10,2009-04-15,199,1155,18931,200904104CS840,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,5
2009-05-02,2009-05-14,199,1226,18938,200905024CS847,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,12
2009-05-07,2009-05-18,306,1155,19067,200905074CS746,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2009-05-07,2009-05-18,306,1226,19067,200905074CS746,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,11
2009-05-13,2009-05-24,306,1155,19067,200905134CS746,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
